ID	BW56	GENERATION	SEX
341303	458	3	2
283215	547	15	2
111602	802	2	1
350403	488	3	2
233615	549	15	2
303115	583	15	2
913507	564	7	1
630811	460	11	2
299415	463	15	2
307815	591	15	2
139013	566	13	2
635911	445	11	1
117902	752	2	2
612305	582	5	2
278115	742	15	1
147114	721	14	2
115917	530	17	2
623005	587	5	1
374010	538	10	2
275215	548	15	2
360703	714	3	2
542108	342	8	1
621005	682	5	1
320315	879	15	2
89802	470	2	1
123817	471	17	2
137217	441	17	2
327003	568	3	2
118402	707	2	1
327615	472	15	2
232809	634	9	2
321703	687	3	1
532508	399	8	2
85102	644	2	2
337004	461	4	2
103802	794	2	2
520808	336	8	1
300915	453	15	1
333215	521	15	2
199618	545	18	1
378510	980	10	1
195918	507	18	2
188618	356	18	2
133813	999	13	1
282415	882	15	1
317603	604	3	2
539608	441	8	1
140002	1132	2	1
303518	550	18	1
330503	971	3	1
331215	508	15	1
322515	657	15	2
356903	693	3	2
91302	648	2	1
141302	864	2	1
294115	697	15	2
325703	853	3	2
231509	653	9	1
343403	738	3	2
327704	569	4	2
434410	985	10	1
83102	669	2	1
273515	597	15	2
167514	525	14	2
319115	377	15	2
53802	750	2	2
374104	555	4	2
325115	586	15	1
332904	612	4	1
355503	584	3	2
